ftid;name
NVDB_BELYSNINGSPUNKT;Belysningspunkt
NVDB_BELYSNINGSSTREKNING;Belysningsstrekning
NVDB_DOKUMENTASJON;Dokumentasjon
NVDB_ELEKTRISKANLEGG;ElektriskAnlegg
NVDB_KOMMENTAR;Kommentar
NVDB_LYSARMATUR;Lysarmatur
NVDB_LYSMAST;Lysmast
ENDRINGSFLAGG;Endringsflagg
IDENT;Identifikasjon
LINK;Link
KVALITET;Posisjonskvalitet
VREF;Vegreferanse
NVDB_TENNPUNKT;Tennpunkt
NVDB_TILSTANDSKADEFUPUNKT;TilstandSkadeFUPunkt
NVDB_TILSTANDSKADEBELYSNING;TilstandSkadeBelysning
